,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age,Price_every_Year,Price_every_KM
3472,3472,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,First,28.4,1248,73.75,5.0,8.9,0,0,0,7,1.2714285714285716,0.46842105263157896
3473,3473,Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,Second,17.01,1591,121.3,5.0,4.0,0,1,1,13,0.3076923076923077,0.06896551724137931
3474,3474,Jeep Compass 2.0 Longitude,Kochi,2018,42203,First,17.1,1956,170.0,5.0,19.46,0,0,1,6,3.2433333333333336,0.46110466080610385
3475,3475,Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,94000,First,11.4,1991,142.0,5.0,5.25,0,0,0,15,0.35,0.05585106382978723
3476,3476,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,First,21.5,1497,108.5,5.0,9.22,0,0,1,6,1.5366666666666668,1.8816326530612246
3477,3477,Hyundai EON Era Plus,Jaipur,2013,70000,First,21.1,814,55.2,5.0,1.8,0,1,1,11,0.16363636363636364,0.025714285714285714
3478,3478,BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,65266,First,14.69,2993,258.0,5.0,31.75,0,0,0,9,3.5277777777777777,0.48647075046731836
3479,3479,Maruti Ertiga VDI,Delhi,2014,54569,First,20.77,1248,88.76,7.0,5.99,0,0,1,10,0.599,0.10976928292620353
3480,3480,Honda Amaze E i-Vtech,Kochi,2015,51361,First,18.0,1198,86.7,5.0,4.94,0,1,1,9,0.548888888888889,0.09618192792196414
3481,3481,Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,Third,16.6,1388,68.0,5.0,1.5,0,1,1,17,0.08823529411764706,0.012
3482,3482,Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,Third,13.5,1799,130.0,5.0,3.25,0,1,1,16,0.203125,0.04924242424242425
3483,3483,Maruti Ertiga ZDI,Delhi,2014,22281,First,20.77,1248,88.8,7.0,6.5,0,0,1,10,0.65,0.29172837843902877
3484,3484,Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,First,24.0,1120,70.0,5.0,3.71,0,0,1,11,0.3372727272727273,0.05869324473975637
3485,3485,Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,First,20.14,1197,81.86,5.0,5.0,0,1,1,6,0.8333333333333334,0.16129032258064516
3486,3486,Hyundai i10 Era,Ahmedabad,2008,60000,First,19.81,1086,68.05,5.0,1.99,0,1,1,16,0.124375,0.03316666666666667
3487,3487,Honda Amaze S i-Vtech,Mumbai,2017,32006,First,18.0,1198,86.7,5.0,4.25,0,1,1,7,0.6071428571428571,0.13278760232456416
3488,3488,Audi A6 2.7 TDI,Ahmedabad,2009,78000,First,12.4,2698,179.5,5.0,8.0,0,0,0,15,0.5333333333333333,0.10256410256410256
3489,3489,Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,First,20.36,1197,78.9,5.0,2.95,0,1,1,13,0.22692307692307695,0.3108862893877121
3490,3490,Renault KWID RXT Optional,Pune,2018,5000,First,25.17,799,53.3,5.0,3.5,0,1,1,6,0.5833333333333334,0.7
3491,3491,Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,Second,15.2,1968,140.8,5.0,16.0,0,0,0,12,1.3333333333333333,0.26666666666666666
3492,3492,Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,First,22.74,796,47.3,5.0,2.75,0,1,1,9,0.3055555555555556,0.055
3493,3493,Honda City i VTEC VX Option,Delhi,2015,53000,First,17.8,1497,117.3,5.0,6.95,0,1,1,9,0.7722222222222223,0.1311320754716981
3494,3494,Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,Second,11.74,1796,186.0,5.0,12.5,0,1,0,13,0.9615384615384616,0.1953125
3495,3495,Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2017,43827,First,13.22,2967,241.4,5.0,36.83,0,0,0,7,5.261428571428572,0.8403495562096425
3496,3496,Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,First,16.2,1199,74.0,5.0,2.7,0,1,1,13,0.2076923076923077,0.07411270621174275
3497,3497,Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,First,21.38,1396,88.7,5.0,9.9,0,0,1,7,1.4142857142857144,0.28285714285714286
3498,3498,Honda City 1.5 V MT,Kochi,2011,94832,First,17.0,1497,118.0,5.0,3.83,0,1,1,13,0.2946153846153846,0.04038721106799392
3499,3499,Honda City 1.5 S MT,Coimbatore,2012,88381,First,17.0,1497,118.0,5.0,5.25,0,1,1,12,0.4375,0.05940190764983424
3500,3500,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45194,First,22.7,1598,118.0,5.0,7.75,0,0,1,8,0.96875,0.17148294021330265
3501,3501,Maruti SX4 Vxi BSIV,Mumbai,2010,66000,Second,16.51,1586,103.2,5.0,2.46,0,1,1,14,0.1757142857142857,0.03727272727272727
3502,3502,Maruti Swift Dzire VDI,Kolkata,2014,38578,First,23.4,1248,74.0,5.0,3.96,0,0,1,10,0.396,0.1026491782881435
3503,3503,Maruti Ertiga ZDI,Chennai,2015,40000,First,20.77,1248,88.8,7.0,8.25,0,0,1,9,0.9166666666666666,0.20625
3504,3504,Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,First,18.6,1197,81.83,5.0,7.58,0,1,1,6,1.2633333333333334,0.3673904614191547
3505,3505,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,First,24.0,1120,70.0,5.0,3.99,0,0,1,10,0.399,0.05462610552832617
3506,3506,Honda City i VTEC SV,Delhi,2014,54257,First,17.4,1497,117.3,5.0,6.25,0,1,1,10,0.625,0.11519250972224783
3507,3507,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,First,20.5,1598,103.5,5.0,5.0,0,0,1,11,0.45454545454545453,0.053763440860215055
3508,3508,Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,102000,Second,11.0,2987,198.5,5.0,4.65,0,0,0,19,0.24473684210526317,0.04558823529411765
3509,3509,Hyundai Santa Fe 4WD AT,Coimbatore,2016,28881,First,13.01,2199,194.3,7.0,21.37,0,0,0,8,2.67125,0.7399328278106714
3510,3510,Maruti Alto LXi,Hyderabad,2007,52195,First,19.7,796,46.3,5.0,1.75,0,1,1,17,0.10294117647058823,0.03352811571989654
3511,3511,ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,First,12.4,2499,134.0,5.0,16.09,0,0,1,6,2.6816666666666666,0.7878758201939086
3512,3512,Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,First,24.8,1396,88.7,5.0,4.1,0,0,1,12,0.3416666666666666,0.10789473684210525
3513,3513,Ford Figo Diesel ZXI,Coimbatore,2015,92885,First,20.0,1399,68.0,5.0,3.56,0,0,1,9,0.39555555555555555,0.03832696344942671
3514,3514,Honda City 1.5 S MT,Pune,2010,43000,Second,17.0,1497,118.0,5.0,4.21,0,1,1,14,0.3007142857142857,0.09790697674418604
3515,3515,Hyundai Verna 1.6 CRDi S,Delhi,2015,57000,First,23.9,1582,126.2,5.0,6.6,0,0,1,9,0.7333333333333333,0.11578947368421053
3516,3516,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32434,First,13.0,1591,121.3,5.0,14.35,0,1,0,6,2.3916666666666666,0.4424369488808041
3517,3517,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,First,22.7,1498,89.84,5.0,9.5,0,0,1,7,1.3571428571428572,0.296875
3518,3518,BMW X6 xDrive30d,Delhi,2011,59000,First,11.2,2993,241.0,4.0,21.9,0,0,0,13,1.6846153846153844,0.3711864406779661
3519,3519,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,76467,First,18.12,1995,190.0,5.0,30.45,0,0,0,8,3.80625,0.3982109929773628
3520,3520,Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,First,25.83,1498,99.0,5.0,5.1,0,0,1,8,0.6375,0.051
3521,3521,Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,First,17.0,1591,121.3,5.0,5.44,0,1,0,11,0.49454545454545457,0.1466860810009168
3522,3522,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,First,13.8,1399,68.0,5.0,1.6,0,0,1,14,0.1142857142857143,0.011851851851851853
3523,3523,Audi A6 2011-2015 2.0 TDI,Kochi,2014,54862,First,17.68,1968,174.33,5.0,16.67,0,0,0,10,1.6670000000000003,0.303853304655317
3524,3524,Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,First,15.0,1396,98.6,5.0,3.85,0,1,0,12,0.32083333333333336,0.06850533807829182
3525,3525,Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,First,14.24,2755,174.5,7.0,10.64,0,0,1,13,0.8184615384615385,0.06295634474515698
3526,3526,Renault KWID RXT,Bangalore,2016,20229,First,25.17,799,53.3,5.0,3.5,0,1,1,8,0.4375,0.17301893321469178
3527,3527,Chevrolet Spark 1.0 LT,Chennai,2008,62000,Third,18.0,995,62.0,5.0,1.1,0,1,1,16,0.06875,0.017741935483870968
3528,3528,Hyundai Verna Transform VTVT,Hyderabad,2011,51500,Second,16.2,1599,103.2,5.0,2.6,0,1,1,13,0.2,0.05048543689320389
3529,3529,BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,First,18.88,1995,184.0,5.0,18.5,0,0,0,12,1.5416666666666667,0.2681159420289855
3530,3530,Maruti Swift Dzire VDI,Hyderabad,2015,62476,First,26.59,1248,74.0,5.0,7.95,0,0,1,9,0.8833333333333333,0.12724886356360843
3531,3531,Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,First,25.4,1186,73.97,5.0,5.49,0,0,1,7,0.7842857142857144,0.09074380165289257
3532,3532,Honda Jazz V CVT,Mumbai,2017,17978,First,19.0,1199,88.7,5.0,6.95,0,1,0,7,0.9928571428571429,0.3865836021804428
3533,3533,Tata Indigo LS,Jaipur,2008,300000,First,17.0,1405,70.0,5.0,1.0,0,0,1,16,0.0625,0.003333333333333333
3534,3534,Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Second,17.8,1399,67.0,5.0,4.45,0,0,1,11,0.40454545454545454,0.036178861788617886
3535,3535,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,First,25.1,1248,88.5,5.0,6.99,0,0,1,8,0.87375,0.15431826209819852
3536,3536,Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,First,15.6,1586,104.68,5.0,3.51,0,1,1,16,0.219375,0.04539282250242482
3537,3537,Maruti Baleno Zeta Automatic,Kochi,2018,25858,First,21.4,1197,83.1,5.0,7.54,0,1,0,6,1.2566666666666666,0.2915925438935726
3538,3538,Maruti Ritz LDi,Bangalore,2016,120000,First,23.2,1248,73.94,5.0,3.65,0,0,1,8,0.45625,0.030416666666666665
3539,3539,Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,First,19.5,1582,126.24,5.0,16.0,0,0,0,8,2.0,0.7272727272727272
3540,3540,Chevrolet Spark 1.0 LT,Kolkata,2012,11000,First,16.2,995,62.1,5.0,1.4,0,1,1,12,0.11666666666666665,0.12727272727272726
3541,3541,Hyundai i20 1.2 Spotz,Mumbai,2017,3900,First,18.6,1197,81.83,5.0,6.45,0,1,1,7,0.9214285714285715,1.653846153846154
3542,3542,Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,First,24.4,1120,71.0,5.0,4.4,0,0,1,8,0.55,0.04147343814802248
3543,3543,Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,First,19.0,1199,88.7,5.0,5.95,0,1,0,9,0.6611111111111111,0.22037037037037036
3544,3544,Honda Brio S MT,Ahmedabad,2013,11000,First,19.4,1198,86.8,5.0,3.9,0,1,1,11,0.35454545454545455,0.35454545454545455
3545,3545,Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2016,39753,First,13.0,2143,201.1,5.0,35.28,0,0,0,8,4.41,0.8874801901743266
3546,3546,Tata Hexa XT,Pune,2017,39800,First,17.6,2179,153.86,7.0,14.25,0,0,1,7,2.0357142857142856,0.35804020100502515
3547,3547,Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,First,24.4,1120,71.0,5.0,4.5,0,0,1,7,0.6428571428571429,0.06164383561643835
3548,3548,Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,First,22.7,1498,89.84,5.0,7.5,0,0,1,9,0.8333333333333334,0.13636363636363638
3549,3549,Tata Nano XTA,Coimbatore,2017,18351,First,21.9,624,37.48,4.0,3.41,0,1,0,7,0.48714285714285716,0.18582093618876355
3550,3550,Honda Brio VX,Pune,2013,45000,Second,19.4,1198,86.8,5.0,3.25,0,1,1,11,0.29545454545454547,0.07222222222222222
3551,3551,Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,First,24.52,1248,88.5,7.0,8.3,0,0,1,8,1.0375,0.07397504456327986
3552,3552,Hyundai i10 Sportz 1.2,Bangalore,2010,29000,First,20.36,1197,78.9,5.0,3.45,0,1,1,14,0.24642857142857144,0.11896551724137933
3553,3553,Mahindra XUV500 W10 2WD,Mumbai,2015,53392,First,16.0,2179,140.0,7.0,11.95,0,0,1,9,1.3277777777777777,0.2238163020677255
3554,3554,Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,First,20.54,1598,103.6,5.0,4.25,0,0,1,14,0.30357142857142855,0.05985915492957747
3555,3555,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,First,14.0,2179,138.1,7.0,8.25,0,0,1,10,0.825,0.08870967741935484
3556,3556,Honda Accord 2.4 Elegance M/T,Hyderabad,2010,119000,First,10.2,2354,180.0,5.0,5.95,0,1,1,14,0.425,0.05
3557,3557,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,First,15.1,1196,73.0,7.0,4.3,0,1,1,8,0.5375,0.10183540556542332
3558,3558,Maruti Swift VDI,Ahmedabad,2012,65000,First,22.9,1248,74.0,5.0,3.9,0,0,1,12,0.325,0.060000000000000005
3559,3559,Maruti Baleno Zeta Automatic,Pune,2016,27809,First,21.4,1197,83.1,5.0,6.41,0,1,0,8,0.80125,0.23050091696932648
3560,3560,Mahindra XUV500 W8 2WD,Coimbatore,2015,65100,First,15.1,2179,140.0,7.0,8.36,0,0,1,9,0.9288888888888889,0.12841781874039937
3561,3561,Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,First,19.1,1197,82.0,5.0,3.85,0,1,1,10,0.385,0.07549019607843138
3562,3562,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,10000,First,19.27,2143,167.62,5.0,36.0,0,0,0,7,5.142857142857143,3.6
3563,3563,Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,First,13.14,1798,160.0,5.0,7.5,0,1,1,13,0.5769230769230769,0.13662446488751254
3564,3564,Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,80768,First,20.14,1498,88.73,5.0,5.7,0,0,1,9,0.6333333333333333,0.07057250396196514
3565,3565,Maruti Ignis 1.2 Delta,Kochi,2019,12076,First,20.89,1197,81.8,5.0,5.5,0,1,1,5,1.1,0.455448824113945
3566,3566,Maruti Swift VDI BSIV,Chennai,2016,49000,First,25.2,1248,74.0,5.0,5.9,0,0,1,8,0.7375,0.12040816326530614
3567,3567,Honda City i VTEC VX Option,Mumbai,2015,42366,First,17.8,1497,117.3,5.0,7.75,0,1,1,9,0.8611111111111112,0.1829297077845442
3568,3568,BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,First,11.5,2993,235.0,5.0,18.0,0,0,0,14,1.2857142857142858,0.2647058823529412
3569,3569,Skoda Laura Ambiente,Hyderabad,2008,122397,First,17.5,1896,106.0,5.0,4.4,0,0,1,16,0.275,0.035948593511278874
3570,3570,Volkswagen Polo GT TSI,Coimbatore,2017,50534,First,17.21,1197,103.5,5.0,8.27,0,1,0,7,1.1814285714285713,0.163652194562077
3571,3571,Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,First,19.87,1461,83.8,5.0,4.75,0,0,1,10,0.475,0.08589511754068715
3572,3572,Honda City 1.5 S AT,Hyderabad,2008,73095,First,16.8,1497,118.0,5.0,3.8,0,1,0,16,0.2375,0.051987140023257404
3573,3573,Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,First,20.54,1598,103.6,5.0,3.4,0,0,1,13,0.26153846153846155,0.06653620352250489
3574,3574,Hyundai Grand i10 Sportz,Pune,2016,13436,Second,18.9,1197,82.0,5.0,4.7,0,1,1,8,0.5875,0.3498064900267937
3575,3575,Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Second,16.6,1388,68.0,5.0,1.49,0,1,1,16,0.093125,0.019605263157894737
3576,3576,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Second,24.4,1120,71.0,5.0,4.5,0,0,1,8,0.5625,0.07126906447474698
3577,3577,Honda Amaze VX i-DTEC,Hyderabad,2014,74885,First,25.8,1498,98.6,5.0,5.4,0,0,1,10,0.54,0.07211056953996128
3578,3578,Honda City i VTEC CVT VX,Hyderabad,2016,14000,First,18.0,1497,117.3,5.0,11.5,0,1,0,8,1.4375,0.8214285714285715
3579,3579,Renault Fluence 1.5,Pune,2012,56000,Second,20.4,1461,108.5,5.0,3.5,0,0,1,12,0.2916666666666667,0.0625
3580,3580,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,First,22.48,1995,190.0,5.0,16.5,0,0,0,14,1.1785714285714286,0.358695652173913
3581,3581,Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,First,15.5,1586,103.3,5.0,3.9,0,1,1,12,0.325,0.07528957528957529
3582,3582,Honda City ZX CVT,Hyderabad,2007,81000,First,16.4,1497,78.0,5.0,3.25,0,1,0,17,0.19117647058823528,0.040123456790123455
3583,3583,Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,First,17.0,1198,73.75,5.0,5.84,0,1,1,6,0.9733333333333333,0.3362118595279217
3584,3584,Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,First,17.0,1198,73.75,5.0,5.75,0,1,1,8,0.71875,0.3115517988729952
3585,3585,Audi A4 2.0 TDI Multitronic,Delhi,2010,59000,First,16.55,1968,140.0,5.0,10.0,0,0,0,14,0.7142857142857143,0.16949152542372883
3586,3586,Maruti Wagon R VXI,Mumbai,2006,141537,Second,18.9,998,67.1,5.0,1.05,0,1,1,18,0.058333333333333334,0.007418554865512199
3587,3587,Hyundai Verna SX CRDi AT,Delhi,2013,51000,First,19.08,1582,126.32,5.0,5.64,0,0,0,11,0.5127272727272727,0.11058823529411764
3588,3588,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,First,17.9,2143,170.0,5.0,50.97,0,0,0,5,10.193999999999999,1.7389376002183479
3589,3589,BMW 3 Series Luxury Line,Mumbai,2016,31000,First,21.76,1995,190.0,5.0,29.95,0,0,0,8,3.74375,0.9661290322580646
3590,3590,Honda Mobilio V Option i DTEC,Mumbai,2014,80000,Second,24.2,1498,98.6,7.0,4.85,0,0,1,10,0.485,0.060625
3591,3591,Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,33000,First,17.01,1582,126.2,5.0,14.5,0,0,0,8,1.8125,0.4393939393939394
3592,3592,Honda City 1.5 S MT,Hyderabad,2011,71556,First,17.0,1497,118.0,5.0,5.5,0,1,1,13,0.4230769230769231,0.07686287662809549
3593,3593,Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,First,17.8,1399,68.0,5.0,3.2,0,0,1,13,0.24615384615384617,0.037647058823529415
3594,3594,Maruti Swift Dzire LDI,Chennai,2016,91000,First,26.59,1248,74.0,5.0,4.5,0,0,1,8,0.5625,0.049450549450549455
3595,3595,Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,2015,73187,First,13.0,2143,204.0,5.0,30.72,0,0,0,9,3.413333333333333,0.4197466763222977
3596,3596,Chevrolet Captiva LT,Jaipur,2009,232000,First,11.5,1991,147.9,7.0,3.5,0,0,1,15,0.23333333333333334,0.015086206896551725
3597,3597,Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2007,127079,First,12.8,2494,102.0,7.0,6.99,0,0,1,17,0.4111764705882353,0.055005154274112955
3598,3598,Mahindra Quanto C8,Kochi,2014,58816,First,17.21,1493,100.0,7.0,3.45,0,0,1,10,0.34500000000000003,0.05865750816104462
3599,3599,Honda City i VTEC V,Kochi,2015,63818,First,17.4,1497,117.3,5.0,6.57,0,1,1,9,0.73,0.10294901125074431
3600,3600,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2014,40000,First,17.11,1968,174.33,5.0,17.5,0,0,0,10,1.75,0.4375
3601,3601,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,77445,First,22.07,1199,73.9,5.0,3.75,0,0,1,11,0.3409090909090909,0.048421460391245404
3602,3602,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,First,14.8,1497,121.36,5.0,9.99,0,1,0,7,1.4271428571428573,0.7135714285714285
3603,3603,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,First,12.99,2494,100.0,7.0,8.2,0,0,1,12,0.6833333333333332,0.09633232301872605
3604,3604,Honda City 1.5 EXI,Jaipur,2005,123000,Third,13.0,1493,100.0,5.0,1.1,0,1,1,19,0.05789473684210527,0.00894308943089431
3605,3605,Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,First,24.7,796,47.3,5.0,2.45,0,1,1,9,0.27222222222222225,0.03845308723357504
3606,3606,Mercedes-Benz M-Class ML 320 CDI,Pune,2009,53000,First,8.7,2987,224.34,5.0,13.75,0,0,0,15,0.9166666666666666,0.25943396226415094
3607,3607,Maruti Swift Dzire LDI,Kolkata,2017,60000,First,26.59,1248,74.0,5.0,3.0,0,0,1,7,0.42857142857142855,0.05
3608,3608,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,First,24.3,1248,88.5,5.0,9.25,0,0,1,7,1.3214285714285714,0.2803030303030303
3609,3609,Volvo S60 D5 Summum,Mumbai,2013,31000,First,13.2,2400,215.0,5.0,17.65,0,0,0,11,1.6045454545454545,0.5693548387096773
3610,3610,Toyota Fortuner 4x2 AT,Delhi,2014,79000,First,12.55,2982,168.5,7.0,18.25,0,0,0,10,1.825,0.2310126582278481
3611,3611,Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,First,23.0,1396,90.0,5.0,3.45,0,0,1,11,0.31363636363636366,0.05079954059545897
3612,3612,Audi A4 35 TDI Premium,Bangalore,2015,58970,First,17.11,1968,174.33,5.0,23.75,0,0,0,9,2.638888888888889,0.40274715957266405
3613,3613,Nissan Terrano XV D Pre,Mumbai,2013,60000,Second,19.64,1461,108.5,5.0,5.45,0,0,1,11,0.4954545454545455,0.09083333333333334
3614,3614,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,First,23.1,998,67.04,5.0,5.25,0,1,0,7,0.75,0.149041873669269
3615,3615,Hyundai i10 Sportz AT,Delhi,2012,62282,First,16.95,1197,78.9,5.0,2.9,0,1,0,12,0.24166666666666667,0.04656240968498121
3616,3616,BMW 3 Series 320d,Hyderabad,2010,80000,First,22.69,1995,190.0,5.0,14.2,0,0,0,14,1.0142857142857142,0.1775
3617,3617,Hyundai Grand i10 Sportz,Kochi,2018,43698,First,18.9,1197,82.0,5.0,5.8,0,1,1,6,0.9666666666666667,0.13272918669046638
3618,3618,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,28052,First,18.9,1197,82.0,5.0,7.22,0,1,0,7,1.0314285714285714,0.2573791530015685
3619,3619,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,First,18.9,1197,81.86,5.0,4.87,0,1,1,8,0.60875,0.1674057268571036
3620,3620,Volkswagen Polo 1.2 MPI Comfortline,Delhi,2013,63000,First,16.47,1198,74.0,5.0,3.3,0,1,1,11,0.3,0.052380952380952375
3621,3621,Honda City ZX EXi,Hyderabad,2007,91000,Second,17.7,1497,78.0,5.0,3.0,0,1,1,17,0.17647058823529413,0.03296703296703296
3622,3622,Mercedes-Benz GLA Class 200 CDI,Hyderabad,2014,30000,First,17.9,2143,136.0,5.0,26.0,0,0,0,10,2.6,0.8666666666666666
3623,3623,Maruti Omni 8 Seater BSIV,Hyderabad,2017,24571,First,14.0,796,35.0,5.0,2.9,0,1,1,7,0.41428571428571426,0.11802531439501852
3624,3624,Hyundai Verna 1.6 SX VTVT AT,Bangalore,2014,45000,First,15.74,1591,121.3,5.0,7.5,0,1,0,10,0.75,0.16666666666666666
3625,3625,Maruti Alto 800 LXI,Hyderabad,2015,24617,First,22.74,796,47.3,5.0,2.36,0,1,1,9,0.2622222222222222,0.09586870861599707
3626,3626,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,First,24.3,1248,88.5,5.0,11.39,0,0,1,7,1.6271428571428572,0.42299550636907196
3627,3627,Mahindra XUV500 W8 2WD,Kochi,2013,87736,First,15.1,2179,140.0,7.0,7.02,0,0,1,11,0.6381818181818182,0.08001276556943557
3628,3628,Maruti Vitara Brezza ZDi,Delhi,2016,35299,First,24.3,1248,88.5,5.0,8.0,0,0,1,8,1.0,0.2266353154480297
3629,3629,Hyundai i20 1.2 Spotz,Kochi,2017,51612,First,18.6,1197,81.83,5.0,7.11,0,1,1,7,1.0157142857142858,0.1377586607765636
3630,3630,Mercedes-Benz E-Class 250 D W 210,Mumbai,1998,55300,First,10.0,1796,157.7,5.0,3.9,0,0,0,26,0.15,0.07052441229656418
3631,3631,Maruti Alto LXi,Hyderabad,2009,65090,First,19.7,796,46.3,5.0,2.15,0,1,1,15,0.14333333333333334,0.033031187586418806
3632,3632,Honda Amaze S i-Vtech,Kolkata,2013,40000,First,18.0,1198,86.7,5.0,3.25,0,1,1,11,0.29545454545454547,0.08125
3633,3633,Land Rover Range Rover Sport HSE,Kochi,2015,38467,First,12.65,2993,255.0,5.0,70.66,0,0,0,9,7.851111111111111,1.8368991603192346
3634,3634,Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904,First,24.0,1120,70.0,5.0,4.61,0,0,1,11,0.4190909090909091,0.06411326212728082
3635,3635,Honda Civic 2006-2010 1.8 S MT,Mumbai,2008,87000,First,13.5,1799,130.0,5.0,2.35,0,1,1,16,0.146875,0.027011494252873566
3636,3636,Hyundai Grand i10 CRDi Magna,Chennai,2014,33000,Second,24.0,1120,70.0,5.0,4.05,0,0,1,10,0.40499999999999997,0.12272727272727273
3637,3637,Maruti 800 AC Uniq,Jaipur,2009,22100,Second,16.1,796,37.0,4.0,0.8,0,1,1,15,0.05333333333333334,0.03619909502262444
3638,3638,Toyota Etios Liva Diesel,Hyderabad,2014,59589,First,23.59,1364,67.1,5.0,5.6,0,0,1,10,0.5599999999999999,0.09397707630602964
3639,3639,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,44000,First,22.54,1396,88.73,5.0,5.35,0,0,1,9,0.5944444444444444,0.12159090909090908
3640,3640,Maruti Alto K10 VXI,Mumbai,2017,12000,First,24.07,998,67.1,5.0,3.25,0,1,1,7,0.4642857142857143,0.2708333333333333
3641,3641,BMW X1 sDrive20d,Pune,2012,66000,Second,17.05,1995,184.0,5.0,11.5,0,0,0,12,0.9583333333333334,0.17424242424242425
3642,3642,Maruti Celerio VXI AT,Pune,2016,38009,First,23.1,998,67.04,5.0,4.25,0,1,0,8,0.53125,0.11181562261569628
