,Name,Year,Power,Seats,Car_Age,Kilometers_Driven
2958,Hyundai Xcent 1.2 CRDi S,2016,73.97,5.0,8,50000
2959,Hyundai Verna CRDi SX ABS,2008,110.0,5.0,16,150000
2960,Hyundai Verna 1.6 SX VTVT,2014,121.3,5.0,10,11000
2961,Ford Figo Petrol ZXI,2010,70.0,5.0,14,102016
2962,Maruti Swift VDI Optional,2016,74.0,5.0,8,38000
2963,Renault Pulse RxL,2013,63.12,5.0,11,71491
2964,Volkswagen Polo 1.2 MPI Highline,2015,74.0,5.0,9,46354
2965,BMW 3 Series 320d Luxury Line,2019,190.0,5.0,5,87000
2966,Skoda Rapid 1.6 MPI Active,2015,103.52,5.0,9,20765
2967,Audi Q7 3.0 TDI Quattro Premium Plus,2014,241.4,7.0,10,51076
2968,Maruti Ciaz VDi Plus,2016,88.5,5.0,8,84085
2969,Honda City i DTEC VX,2014,98.6,5.0,10,55000
2970,Mercedes-Benz E-Class 2009-2013 E350 Petrol,2010,272.0,5.0,14,73000
2971,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,2012,241.38,5.0,12,50001
2972,Mahindra Xylo H4,2016,118.3,7.0,8,93166
2973,Honda City 1.5 EXI AT,2006,100.0,5.0,18,99583
2974,Maruti SX4 ZXI MT BSIV,2010,103.3,5.0,14,72000
2975,Toyota Corolla Altis G,2009,138.1,5.0,15,70000
2976,Volkswagen Vento Petrol Highline AT,2012,103.6,5.0,12,61000
2977,Hyundai EON Era Plus,2015,55.2,5.0,9,66510
2978,Skoda Laura Ambition 2.0 TDI CR MT,2011,108.5,5.0,13,84062
2979,Maruti Swift VDI,2012,74.0,5.0,12,80799
2980,Toyota Corolla Altis 1.8 VL CVT,2018,138.03,5.0,6,5000
2981,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,100.0,8.0,11,92000
2982,Tata Tiago Wizz 1.05 Revotorq,2017,69.0,5.0,7,53000
2983,Skoda Rapid 1.6 MPI Ambition,2015,103.52,5.0,9,39822
2984,Ford Endeavour 3.2 Titanium AT 4X4,2016,197.0,7.0,8,29000
2985,Renault KWID RXL,2017,53.3,5.0,7,24214
2986,Hyundai i20 1.4 Asta CRDi with AVN,2012,90.0,5.0,12,75000
2987,Skoda Laura Ambiente,2012,106.0,5.0,12,77216
2988,Toyota Corolla Altis Diesel D4DG,2013,87.2,5.0,11,74290
2989,Mahindra Scorpio S8 8 Seater,2015,120.0,8.0,9,61000
2990,Audi Q5 2.0 TDI Premium Plus,2013,174.3,5.0,11,44000
2991,Chevrolet Enjoy TCDi LS 8 Seater,2014,73.8,8.0,10,74041
2992,BMW 3 Series 320d,2013,190.0,5.0,11,85846
2993,Nissan Sunny 2011-2014 Diesel XV,2012,84.8,5.0,12,52000
2994,Honda Accord 2.4 MT,2010,177.6,5.0,14,47000
2995,Hyundai Verna CRDi,2010,110.0,5.0,14,72010
2996,Maruti Omni E MPI STD BS IV,2015,34.2,8.0,9,15000
2997,Honda City i VTEC SV,2015,117.3,5.0,9,480000
2998,Audi A7 2011-2015 Sportback,2012,241.4,5.0,12,24720
2999,Ford Fiesta 1.4 ZXi Leather,2007,68.0,5.0,17,75000
3000,Hyundai i20 1.4 Asta,2015,88.73,5.0,9,57000
3001,Mercedes-Benz E-Class E250 CDI Avantgrade,2015,201.1,5.0,9,41057
3002,Ford EcoSport 1.5 TDCi Trend Plus,2016,98.59,5.0,8,20000
3003,Hyundai i20 1.2 Magna,2011,80.0,5.0,13,52359
3004,Honda City i VTEC V,2016,117.3,5.0,8,17000
3005,Nissan Micra Diesel XV,2011,63.1,5.0,13,39002
3006,Ford Figo Diesel EXI,2010,68.0,5.0,14,129986
3007,Nissan Micra XL,2013,75.0,5.0,11,45000
3008,Honda Accord 2.4 MT,2009,177.6,5.0,15,82002
3009,Skoda Superb Elegance 1.8 TSI AT,2010,157.75,5.0,14,67000
3010,Maruti Omni 8 Seater BSIV,2017,35.0,5.0,7,21260
3011,Hyundai i20 Magna Optional 1.4 CRDi,2012,88.8,5.0,12,55362
3012,Hyundai Creta 1.6 CRDi AT SX Plus,2017,126.2,5.0,7,13000
3013,Maruti Swift VDI BSIV,2016,74.0,5.0,8,45725
3014,Maruti Swift LDI BSIV,2014,74.0,5.0,10,105000
3015,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,102.0,8.0,15,156056
3016,Hyundai Xcent 1.1 CRDi Base,2016,71.0,5.0,8,135000
3017,Maruti Ertiga Paseo VDI,2016,88.7,7.0,8,67000
3018,Ford Endeavour 3.2 Trend AT 4X4,2016,197.2,7.0,8,90000
3019,Hyundai i20 1.4 Sportz,2019,88.73,5.0,5,32251
3020,Maruti Zen Estilo LXI BS IV,2009,67.1,5.0,15,47000
3021,Maruti Ritz VDi,2011,73.9,5.0,13,75308
3022,Honda City 1.5 S MT,2014,118.0,5.0,10,58000
3023,Maruti Swift Dzire ZXi,2009,85.8,5.0,15,60000
3024,BMW X1 sDrive 20d Sportline,2014,184.0,5.0,10,45000
3025,Tata Manza Aqua Safire,2010,90.0,5.0,14,41195
3026,Mahindra XUV500 W10 2WD,2016,140.0,7.0,8,89000
3027,Hyundai i10 Sportz AT,2009,78.9,5.0,15,60510
3028,Maruti Baleno Sigma 1.2,2016,83.1,5.0,8,8500
3029,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,88.5,5.0,7,35981
3030,Ford Figo Petrol ZXI,2012,70.02,5.0,12,23152
3031,Volkswagen Vento Sport 1.2 TSI AT,2014,103.5,5.0,10,61529
3032,Mahindra Xylo D2 BS III,2010,93.7,7.0,14,91596
3033,Porsche Cayenne Base,2019,340.0,5.0,5,14298
3034,Maruti Swift Dzire VDi,2013,73.9,5.0,11,83327
3035,Volkswagen Polo 1.2 MPI Highline Plus,2017,74.0,5.0,7,22857
3036,Hyundai Verna 1.6 VTVT,2013,121.3,5.0,11,34620
3037,Hyundai i10 Era 1.1,2010,68.05,5.0,14,56000
3038,Mercedes-Benz E-Class E250 CDI Launch Edition,2014,204.0,5.0,10,81000
3039,Maruti Zen LXI,1998,60.0,5.0,26,95150
3040,Hyundai i10 Sportz,2013,78.9,5.0,11,32776
3041,Honda Amaze S i-Dtech,2016,98.6,5.0,8,51587
3042,Tata Safari Storme VX,2016,148.0,7.0,8,36000
3043,Honda Brio 1.2 S MT,2015,86.8,5.0,9,22000
3044,Hyundai i20 Asta,2010,80.0,5.0,14,30754
3045,Volkswagen Jetta 2012-2014 1.4 TSI,2018,120.33,5.0,6,37109
3046,Honda Jazz Select Edition,2010,88.8,5.0,14,45000
3047,Hyundai Grand i10 Sportz,2017,82.0,5.0,7,33284
3048,Jaguar XF Diesel,2016,270.9,5.0,8,55115
3049,Jaguar XF 2.2 Litre Luxury,2014,187.7,5.0,10,18000
3050,Mahindra XUV500 W8 2WD,2013,140.0,7.0,11,130790
3051,Maruti S Cross DDiS 320 Alpha,2015,118.0,5.0,9,16607
3052,Audi A4 2.0 TDI 177 Bhp Premium Plus,2015,174.33,5.0,9,32205
3053,Renault Duster 110PS Diesel RxZ,2013,108.45,5.0,11,67000
3054,Maruti Swift Dzire VXI,2014,85.8,5.0,10,57676
3055,Volkswagen Polo Petrol Trendline 1.2L,2012,73.9,5.0,12,41000
3056,Maruti Omni 8 Seater BSII,2012,35.0,8.0,12,65000
3057,Hyundai Grand i10 1.2 Kappa Magna AT,2019,81.86,5.0,5,12153
3058,Tata Nano Twist XT,2014,37.5,4.0,10,16810
3059,Audi A4 30 TFSI Premium Plus,2017,147.51,5.0,7,61221
3060,Volkswagen Polo 1.2 MPI Highline,2015,74.0,5.0,9,22000
3061,Maruti Alto 800 LXI,2015,47.3,5.0,9,63714
3062,Mini Cooper 5 DOOR D,2019,113.98,5.0,5,14857
3063,Audi A4 New 2.0 TDI Multitronic,2012,140.8,5.0,12,69000
3064,Ford Endeavour Titanium 4X2,2019,158.0,7.0,5,14648
3065,Ford Ecosport 1.5 Ti VCT MT Titanium,2013,110.0,5.0,11,100000
3066,Hyundai Grand i10 Magna,2016,82.0,5.0,8,22000
3067,Chevrolet Sail 1.2 LS,2014,82.4,5.0,10,10000
3068,Maruti Swift Dzire LXI,2015,83.14,5.0,9,107000
3069,Tata Zest Revotron 1.2T XM,2017,88.7,5.0,7,48198
3070,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,170.0,5.0,9,15000
3071,Chevrolet Cruze LTZ,2014,163.7,5.0,10,80073
3072,Maruti Ritz VDi,2013,73.9,5.0,11,85388
3073,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,81.86,5.0,7,14700
3074,Maruti Dzire LDI,2012,73.75,5.0,12,150000
3075,Hyundai Verna 1.6 SX,2011,126.32,5.0,13,34994
3076,Jaguar XF Diesel,2014,270.9,5.0,10,82536
3077,Skoda Superb Elegance 1.8 TSI AT,2013,157.75,5.0,11,82000
3078,Maruti Wagon R LXI,2006,67.1,5.0,18,52000
3079,Volkswagen Polo Petrol Highline 1.2L,2011,73.9,5.0,13,20000
3080,Honda Civic 2010-2013 1.8 S MT,2011,130.2,5.0,13,55000
3081,Maruti Wagon R VXI,2014,67.04,5.0,10,52000
3082,Maruti Swift Dzire VDI,2013,74.0,5.0,11,43284
3083,Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,121.3,5.0,6,23875
3084,Hyundai Grand i10 Asta,2016,82.0,5.0,8,51866
3085,Nissan Micra Diesel XV Premium,2013,63.1,5.0,11,69000
3086,Hyundai Grand i10 1.2 Kappa Asta,2017,81.86,5.0,7,62788
3087,Volkswagen Vento Diesel Highline,2013,103.6,5.0,11,150000
3088,Toyota Fortuner 4x2 AT,2015,168.5,7.0,9,47566
3089,Toyota Innova Crysta 2.8 GX AT,2018,171.5,7.0,6,20300
3090,Mercedes-Benz A Class A180 CDI,2015,107.3,5.0,9,48300
3091,Hyundai EON D Lite,2013,55.2,5.0,11,30000
3092,Hyundai Elantra CRDi SX,2012,126.24,5.0,12,36000
3093,Mini Cooper 3 DOOR D,2015,113.98,4.0,9,27641
3094,Renault Duster 110PS Diesel RXZ Option,2015,108.45,5.0,9,60000
3095,Ford Endeavour 3.2 Titanium AT 4X4,2019,197.0,7.0,5,9000
3096,Toyota Corolla Altis GL MT,2014,138.03,5.0,10,60750
3097,Mahindra XUV500 W7,2018,155.0,7.0,6,9000
3098,BMW 7 Series 730Ld Design Pure Excellence CBU,2012,261.49,5.0,12,41100
3099,Maruti Wagon R LX BSIII,2004,64.0,5.0,20,60000
3100,Honda City i VTEC SV,2017,117.3,5.0,7,38424
3101,Maruti Swift VDI,2014,74.0,5.0,10,50000
3102,Honda City i-VTEC CVT VX,2015,117.3,5.0,9,19000
3103,Maruti Ertiga VDI,2015,88.76,7.0,9,58734
3104,Renault Duster 110PS Diesel RxZ,2016,108.45,5.0,8,65257
3105,Maruti Swift Dzire VDi,2010,73.9,5.0,14,130000
3106,Maruti Ritz VDi,2011,73.94,5.0,13,79000
3107,Mahindra XUV500 W8 4WD,2013,140.0,7.0,11,78000
3108,Honda Brio S MT,2015,86.8,5.0,9,49133
3109,Mercedes-Benz M-Class ML 350 4Matic,2016,165.0,5.0,8,22769
3110,Tata Manza Club Class Quadrajet90 LS,2014,88.8,5.0,10,54448
3111,Toyota Innova 2.5 V Diesel 7-seater,2014,102.0,7.0,10,158793
3112,Maruti Swift VXI,2015,85.8,5.0,9,62088
3113,Hyundai Verna 1.6 EX VTVT,2012,121.3,5.0,12,14800
3114,Honda Mobilio S i VTEC,2015,117.3,7.0,9,26000
3115,Honda Amaze S i-Vtech,2017,86.7,5.0,7,32005
3116,Honda City i-VTEC CVT VX,2017,117.3,5.0,7,35000
3117,Land Rover Range Rover 2.2L Dynamic,2015,187.7,5.0,9,52000
3118,Honda City i-VTEC V,2017,117.3,5.0,7,11000
3119,Mercedes-Benz E-Class 280 Elegance,2008,231.1,5.0,16,62000
3120,Ford Ikon 1.3 Flair,2002,70.0,5.0,22,65134
3121,Toyota Fortuner 4x2 Manual,2013,168.5,7.0,11,71000
3122,Maruti A-Star Vxi,2008,66.1,5.0,16,51366
3123,Tata Sumo EX,2016,83.1,7.0,8,46300
3124,Honda City V AT,2012,116.3,5.0,12,60908
3125,Nissan Micra XV D,2012,63.12,5.0,12,93450
3126,Hyundai Verna SX CRDi AT,2011,126.32,5.0,13,104000
3127,Maruti 800 Std,2003,37.0,4.0,21,52000
3128,Mahindra XUV500 W8 4WD,2015,140.0,7.0,9,42999
3129,Maruti SX4 VDI,2014,88.8,5.0,10,90000
3130,Hyundai i20 Sportz AT 1.4,2013,98.6,5.0,11,72000
3131,Hyundai Creta 1.6 CRDi SX,2019,126.2,5.0,5,54321
3132,Mercedes-Benz E-Class E250 CDI Avantgrade,2015,201.1,5.0,9,59630
3133,Toyota Fortuner 4x2 AT,2013,168.5,7.0,11,116000
3134,Volvo S60 D4 KINETIC,2015,181.0,5.0,9,34000
3135,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2011,203.0,5.0,13,70000
3136,Honda Accord 2.4 Elegance M/T,2010,180.0,5.0,14,80000
3137,Honda Amaze S i-Dtech,2015,98.6,5.0,9,110000
3138,Maruti Dzire ZDI,2013,73.75,5.0,11,56454
3139,Maruti Swift LXI,2013,85.8,5.0,11,60000
3140,Toyota Corolla Altis G HV AT,2013,138.1,5.0,11,56000
3141,Land Rover Range Rover Vogue SE 4.4 SDV8,2012,335.3,5.0,12,63000
3142,Maruti Swift VDI,2012,74.0,5.0,12,63000
3143,Jeep Compass 2.0 Limited Option 4X4,2017,170.0,5.0,7,15050
3144,Maruti Swift VXI BSIV,2016,81.8,5.0,8,29401
3145,Honda Jazz 1.2 SV i VTEC,2016,88.7,5.0,8,25238
3146,Volkswagen Polo Petrol Trendline 1.2L,2011,73.9,5.0,13,58752
3147,Honda Civic 2006-2010 1.8 V AT,2011,130.0,5.0,13,62000
3148,Toyota Etios G SP,2013,88.73,5.0,11,132000
3149,Hyundai Verna 1.6 SX VTVT,2016,121.3,5.0,8,51000
3150,Toyota Innova 2.5 G4 Diesel 8-seater,2009,102.0,8.0,15,185200
3151,Maruti SX4 S Cross DDiS 320 Zeta,2016,118.0,5.0,8,61717
3152,Ford Freestyle Titanium Plus Petrol,2018,94.68,5.0,6,8896
3153,Maruti Baleno Alpha 1.2,2016,83.1,5.0,8,17000
3154,Honda Jazz V,2016,88.7,5.0,8,31378
3155,Hyundai Verna 1.6 CRDi EX AT,2013,126.3,5.0,11,114000
3156,Honda Amaze VX i-DTEC,2014,98.6,5.0,10,81000
3157,Audi Q3 30 TDI Premium FWD,2017,147.51,5.0,7,31000
3158,Skoda Rapid 2013-2016 1.6 MPI Ambition,2014,103.52,5.0,10,35000
3159,Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,174.33,5.0,11,60001
3160,Maruti Swift Dzire VDI,2014,74.0,5.0,10,75074
3161,Tata Indica Vista Quadrajet LS,2012,74.0,5.0,12,80000
3162,Toyota Innova 2.5 G (Diesel) 8 Seater,2006,100.6,8.0,18,147350
3163,Renault Duster 110PS Diesel RxZ Plus,2013,108.45,5.0,11,60000
3164,Mercedes-Benz E-Class E400 Cabriolet,2015,333.0,4.0,9,7501
3165,Honda Amaze S i-Dtech,2015,98.6,5.0,9,58000
3166,Mercedes-Benz GLE 350d,2018,254.79,5.0,6,29277
3167,Maruti Ritz VDi,2015,73.94,5.0,9,57034
3168,Maruti Ciaz ZDi Plus SHVS,2016,88.5,5.0,8,40810
3169,Hyundai Santro Xing GL,2008,62.0,5.0,16,35268
3170,BMW 5 Series 520d Sedan,2008,74.0,5.0,16,81000
3171,Maruti Baleno Delta CVT,2018,83.1,5.0,6,34630
3172,Ford Fiesta Diesel Titanium Plus,2012,88.7,5.0,12,45122
3173,Mahindra XUV500 W8 2WD,2011,140.0,7.0,13,126000
3174,Maruti Alto LXi,2009,46.3,5.0,15,63000
3175,Mini Cooper 3 DOOR D,2016,113.98,4.0,8,32298
3176,Mahindra XUV500 W8 4WD,2014,140.0,7.0,10,63288
3177,Hyundai Santro Xing GLS,2012,62.1,5.0,12,43337
3178,Maruti Swift VDI,2015,74.0,5.0,9,46561
3179,Mercedes-Benz A Class A180 CDI,2013,107.3,5.0,11,34000
3180,Renault KWID RXT,2016,53.3,5.0,8,48000
3181,Maruti Swift VDI,2013,74.0,5.0,11,56263
3182,Maruti Zen LXI,2005,60.0,5.0,19,84060
3183,Hyundai Grand i10 Magna AT,2016,82.0,5.0,8,9000
3184,Tata Manza Aura Quadrajet BS IV,2012,88.8,5.0,12,79000
3185,Mahindra XUV500 W10 AWD,2015,140.0,7.0,9,87900
3186,Maruti Swift Dzire 1.2 Vxi BSIV,2010,85.8,5.0,14,72425
3187,Audi Q3 35 TDI Quattro Premium Plus,2015,174.33,5.0,9,38000
3188,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2010,170.0,5.0,14,107000
3189,Honda City i VTEC CVT VX,2015,117.3,5.0,9,51000
3190,Toyota Innova 2.5 GX 7 STR,2010,102.0,7.0,14,140000
3191,Chevrolet Beat LT,2011,79.4,5.0,13,48000
3192,Honda Jazz 1.2 S i VTEC,2015,88.7,5.0,9,31000
3193,Nissan Micra XL Primo,2010,75.0,5.0,14,75055
3194,Maruti Ciaz AT ZXi,2017,91.1,5.0,7,51210
3195,Toyota Fortuner 4x2 AT,2012,168.5,7.0,12,87000
3196,Ford Aspire Ambiente Diesel,2018,99.0,5.0,6,17000
3197,Maruti Ertiga ZDI,2014,88.8,7.0,10,57000
3198,Maruti Alto 800 LXI,2016,47.3,5.0,8,9370
3199,Honda Brio V MT,2013,86.8,5.0,11,53226
3200,Hyundai Verna Transform CRDi VGT SX ABS,2010,110.0,5.0,14,120000
3201,Honda City 1.5 GXI,2007,100.0,5.0,17,75055
3202,Hyundai Creta 1.6 CRDi SX,2017,126.2,5.0,7,37247
3203,Toyota Etios Liva GD,2013,67.06,5.0,11,64000
3204,Hyundai Sonata Transform 2.4 GDi MT,2014,198.25,5.0,10,12000
3205,Hyundai Creta 1.6 CRDi SX Option,2017,126.2,5.0,7,40158
3206,Honda Jazz 1.2 SV i VTEC,2017,88.7,5.0,7,11000
3207,Volkswagen Vento Diesel Comfortline,2014,103.6,5.0,10,70010
3208,Mahindra XUV500 W6 2WD,2015,140.0,7.0,9,82000
3209,Mahindra TUV 300 2015-2019 T8,2017,100.0,7.0,7,57259
3210,Honda Accord 2001-2003 2.3 VTi L AT,2010,142.0,5.0,14,84000
3211,Maruti Ertiga VDI,2012,88.76,7.0,12,168000
3212,Mahindra Ssangyong Rexton RX5,2012,162.0,7.0,12,73670
3213,Toyota Fortuner 4x2 AT,2014,168.5,7.0,10,89540
3214,Maruti Ertiga ZDI,2016,88.8,7.0,8,85423
3215,Hyundai Elantra CRDi SX AT,2013,126.24,5.0,11,48823
3216,Hyundai i10 Magna 1.2,2011,78.9,5.0,13,35082
3217,Maruti Omni MPI STD BSIV,2012,34.2,5.0,12,126000
3218,Honda Amaze VX AT i-Vtech,2016,86.7,5.0,8,19000
3219,Honda Civic 2006-2010 1.8 V AT,2007,130.0,5.0,17,69000
3220,Mercedes-Benz CLA 200 CDI Sport,2019,136.0,5.0,5,29836
3221,Skoda Superb 1.8 TFSI MT,2010,157.8,5.0,14,48002
3222,Maruti Ciaz ZDi Plus SHVS,2015,88.5,5.0,9,52324
3223,Ford Ecosport 1.5 DV5 MT Titanium Optional,2013,89.84,5.0,11,65000
3224,Mercedes-Benz M-Class ML 320 CDI,2009,224.34,5.0,15,66000
3225,Hyundai Grand i10 CRDi Sportz,2016,70.0,5.0,8,75700
3226,Volkswagen Vento Diesel Breeze,2013,105.0,5.0,11,43000
3227,Chevrolet Beat Diesel LT,2012,56.3,5.0,12,42706
3228,Mahindra Quanto C6,2013,100.0,7.0,11,35000
3229,Hyundai i10 Asta 1.2 AT with Sunroof,2011,80.0,5.0,13,54348
3230,Toyota Etios Liva 1.4 GD,2013,67.04,5.0,11,84000
3231,Toyota Corolla Altis 2008-2013 1.8 VL AT,2010,138.1,5.0,14,63298
3232,Hyundai i10 Magna 1.2,2013,78.9,5.0,11,75049
3233,Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,86.8,5.0,6,24237
3234,Maruti Ritz ZXi,2016,85.8,5.0,8,22767
3235,Hyundai i20 Sportz AT 1.4,2012,98.6,5.0,12,58000
3236,Maruti Swift Dzire LDI,2017,74.0,5.0,7,57000
3237,BMW 7 Series 2007-2012 750Li,2010,402.0,5.0,14,50161
3238,Maruti S Cross DDiS 320 Alpha,2016,118.0,5.0,8,45000
3239,Toyota Fortuner 4x4 AT,2017,168.5,7.0,7,68319
3240,Hyundai EON 1.0 Magna Plus Option O,2017,68.05,5.0,7,30711
3241,Hyundai i20 1.4 CRDi Magna,2011,90.0,5.0,13,38277
3242,Volkswagen Vento Diesel Highline,2012,103.6,5.0,12,115000
3243,Maruti Swift Dzire VXi AT,2017,83.14,5.0,7,46849
3244,Hyundai i20 Magna 1.4 CRDi,2014,90.0,5.0,10,64000
3245,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2010,203.0,5.0,14,130923
3246,Hyundai Grand i10 Sportz,2015,82.0,5.0,9,15000
3247,Hyundai i20 1.4 CRDi Sportz,2014,90.0,5.0,10,32720
3248,Renault KWID RXT,2016,53.3,5.0,8,12500
3249,Hyundai Xcent 1.2 Kappa AT SX Option,2015,82.0,5.0,9,59800
3250,Volkswagen Vento Petrol Highline,2011,103.6,5.0,13,54211
3251,Chevrolet Cruze LTZ AT,2015,163.7,5.0,9,62242
3252,Nissan Terrano XL 110 PS,2015,108.5,5.0,9,54000
3253,Hyundai Verna 1.6 SX,2012,126.32,5.0,12,65000
3254,Maruti Celerio VXI AMT,2015,67.04,5.0,9,55000
3255,Maruti Wagon R LXI,2010,67.1,5.0,14,71000
3256,Hyundai i20 Magna Optional 1.4 CRDi,2012,88.8,5.0,12,70000
3257,Audi A4 1.8 TFSI,2011,163.2,5.0,13,53000
3258,BMW X1 sDrive20d,2013,184.0,5.0,11,43000
3259,Skoda Rapid 1.6 MPI AT Elegance Plus,2015,103.52,5.0,9,54000
3260,Hyundai i10 Magna,2014,78.9,5.0,10,51000
3261,Mitsubishi Pajero 2.8 GLX CRZ,2007,107.2,6.0,17,78000
3262,Honda City i DTEC SV,2014,98.6,5.0,10,25000
3263,Maruti Alto K10 2010-2014 VXI,2012,67.1,5.0,12,12600
3264,Maruti Swift Ldi BSIII,2009,75.0,5.0,15,80000
3265,Hyundai Grand i10 Magna,2016,82.0,5.0,8,21000
3266,Ford Figo Petrol ZXI,2011,70.0,5.0,13,32000
3267,Hyundai Grand i10 SportZ Edition,2015,81.86,5.0,9,50000
3268,Maruti SX4 Vxi BSIV,2010,103.3,5.0,14,47500
3269,Honda City i-VTEC VX,2017,117.3,5.0,7,7500
3270,Renault Duster 110PS Diesel RxZ AMT,2016,108.45,5.0,8,68163
3271,Honda Amaze S i-Dtech,2014,98.6,5.0,10,61000
3272,Toyota Innova 2.5 Z Diesel 7 Seater,2015,100.6,7.0,9,100000
3273,BMW 3 Series 320d Highline,2009,181.0,5.0,15,61500
3274,Hyundai i10 Magna 1.1 iTech SE,2017,68.05,5.0,7,42883
3275,Renault Duster 85PS Diesel RxL Optional with Nav,2012,83.8,5.0,12,97000
3276,Mitsubishi Outlander 2.4,2010,170.0,5.0,14,39525
3277,Maruti Vitara Brezza LDi,2017,88.5,5.0,7,35384
3278,Mercedes-Benz R-Class R350 CDI 4MATIC,2010,261.0,7.0,14,46000
3279,Ford EcoSport 1.5 Diesel Titanium,2018,98.96,5.0,6,32189
3280,Hyundai Verna 1.6 CRDI AT SX Option,2016,126.2,5.0,8,27000
3281,Volkswagen Polo 1.2 MPI Highline,2018,74.0,5.0,6,22734
3282,Renault Duster 110PS Diesel RxL,2014,108.45,5.0,10,58002
3283,Honda Brio S Option AT,2012,86.8,5.0,12,31500
3284,Ford Figo 2015-2019 1.2P Titanium MT,2017,86.8,5.0,7,30933
3285,Audi A6 2.0 TDI Design Edition,2012,187.74,5.0,12,27090
3286,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2015,258.0,7.0,9,29500
3287,Hyundai i10 Sportz Option,2013,78.9,5.0,11,45000
3288,Hyundai i20 1.2 Asta Option,2018,81.83,5.0,6,11691
3289,Skoda Octavia L and K 1.9 TDI MT,2006,90.0,5.0,18,121000
3290,Hyundai Verna Transform SX VGT CRDi,2010,110.0,5.0,14,118077
3291,Hyundai Verna 1.6 SX VTVT (O) AT,2012,121.4,5.0,12,36300
3292,Hyundai Getz GVS,2005,61.0,5.0,19,90000
3293,Ford Figo Diesel EXI,2010,68.0,5.0,14,78000
3294,Audi A6 2011-2015 35 TDI Technology,2015,174.33,5.0,9,42000
3295,Volkswagen Polo 1.2 MPI Highline,2015,74.0,5.0,9,27000
3296,BMW X1 sDrive20d,2012,184.0,5.0,12,22000
3297,Honda City i VTEC SV,2014,117.3,5.0,10,49000
3298,Hyundai i20 Sportz Option Diesel,2012,90.0,5.0,12,42600
3299,Honda Jazz 1.2 V CVT i VTEC,2018,88.7,5.0,6,12794
3300,Maruti Swift 1.3 VXi,2006,74.0,5.0,18,125000
3301,Honda CR-V 2.4 AT,2014,152.0,5.0,10,88046
3302,Mercedes-Benz A Class A180 CDI,2014,107.3,5.0,10,8000
3303,Mahindra XUV500 AT W10 AWD,2018,140.0,7.0,6,82739
3304,Mahindra Bolero SLX 2WD,2006,63.0,7.0,18,193000
3305,Renault Scala RxL AT,2013,99.6,5.0,11,7000
3306,Land Rover Freelander 2 HSE SD4,2012,187.74,5.0,12,60000
3307,Maruti Alto 800 VXI,2017,47.3,5.0,7,38000
3308,Toyota Etios G,2013,88.73,5.0,11,56344
3309,Hyundai i20 Sportz Option,2014,80.0,5.0,10,17858
3310,Hyundai i10 Sportz,2012,78.9,5.0,12,53000
3311,Maruti Swift VDI BSIV,2016,74.0,5.0,8,67906
3312,Hyundai EON Magna Plus,2015,55.2,5.0,9,19000
3313,BMW 3 Series 320d,2010,190.0,5.0,14,67000
3314,Tata Indigo XL Classic Dicor,2011,70.0,5.0,13,80000
3315,Maruti Alto 800 LXI,2015,47.3,5.0,9,61000
3316,Volkswagen Polo Diesel Highline 1.2L,2010,73.9,5.0,14,39000
3317,Toyota Corolla Altis VL AT,2014,138.03,5.0,10,59000
3318,Hyundai Santro Xing GLS,2008,62.1,5.0,16,80931
3319,Maruti Swift ZXI,2016,81.8,5.0,8,34000
3320,Renault Scala Diesel RxL,2013,84.8,5.0,11,130000
3321,Maruti Vitara Brezza ZDi Plus,2018,88.5,5.0,6,52380
3322,Nissan Micra XV,2011,75.0,5.0,13,44000
3323,Ford Figo Diesel EXI,2015,68.05,5.0,9,84000
3324,Honda CR-V 2.0 AT,2017,141.1,5.0,7,41697
3325,Nissan Terrano XV 110 PS,2014,108.5,5.0,10,163000
3326,Toyota Etios Liva 1.2 G,2011,78.9,5.0,13,42000
3327,Hyundai i20 Asta 1.4 CRDi,2013,88.76,5.0,11,129000
3328,Ford Figo Aspire 1.2 Ti-VCT Ambiente,2015,86.8,5.0,9,32200
3329,Mitsubishi Pajero 2.8 GLX CRZ,2004,107.2,6.0,20,129000
3330,Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,174.33,5.0,10,40000
3331,Toyota Innova 2.0 E,2006,132.0,8.0,18,150000
3332,Chevrolet Aveo U-VA 1.2 LS,2007,74.9,5.0,17,140000
3333,Hyundai Getz GLS,2006,83.0,5.0,18,63181
3334,Honda Amaze S i-Dtech,2013,98.6,5.0,11,39575
3335,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,89.84,5.0,10,70374
3336,Volkswagen CrossPolo 1.5 TDI,2015,88.5,5.0,9,26256
