,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age
3166,3166,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,First,11.57,2987,254.79,5.0,59.65,0,0,0,6
3167,3167,Maruti Ritz VDi,Kochi,2015,57034,First,23.2,1248,73.94,5.0,4.38,0,0,1,9
3168,3168,Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,First,28.09,1248,88.5,5.0,7.9,0,0,1,8
3169,3169,Hyundai Santro Xing GL,Bangalore,2008,35268,Second,0.0,1086,62.0,5.0,1.88,0,1,1,16
3170,3170,BMW 5 Series 520d Sedan,Mumbai,2008,81000,Second,18.48,1197,74.0,5.0,10.5,0,0,0,16
3171,3171,Maruti Baleno Delta CVT,Coimbatore,2018,34630,First,21.4,1197,83.1,5.0,7.29,0,1,0,6
3172,3172,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,First,23.5,1498,88.7,5.0,6.0,0,0,1,12
3173,3173,Mahindra XUV500 W8 2WD,Chennai,2011,126000,Third,16.0,2179,140.0,7.0,6.7,0,0,1,13
3174,3174,Maruti Alto LXi,Jaipur,2009,63000,First,19.7,796,46.3,5.0,1.5,0,1,1,15
3175,3175,Mini Cooper 3 DOOR D,Kochi,2016,32298,First,20.7,1496,113.98,4.0,23.8,0,0,0,8
3176,3176,Mahindra XUV500 W8 4WD,Kochi,2014,63288,First,15.1,2179,140.0,7.0,7.77,0,0,1,10
3177,3177,Hyundai Santro Xing GLS,Coimbatore,2012,43337,First,17.92,1086,62.1,5.0,3.32,0,1,1,12
3178,3178,Maruti Swift VDI,Kochi,2015,46561,First,22.9,1248,74.0,5.0,4.94,0,0,1,9
3179,3179,Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Second,20.0,2143,107.3,5.0,11.0,0,0,0,11
3180,3180,Renault KWID RXT,Hyderabad,2016,48000,First,25.17,799,53.3,5.0,3.4,0,1,1,8
3181,3181,Maruti Swift VDI,Kochi,2013,56263,First,22.9,1248,74.0,5.0,4.17,0,0,1,11
3182,3182,Maruti Zen LXI,Hyderabad,2005,84060,Second,17.3,993,60.0,5.0,1.25,0,1,1,19
3183,3183,Hyundai Grand i10 Magna AT,Mumbai,2016,9000,First,18.9,1197,82.0,5.0,5.45,0,1,0,8
3184,3184,Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,First,21.12,1248,88.8,5.0,2.59,0,0,1,12
3185,3185,Mahindra XUV500 W10 AWD,Pune,2015,87900,First,16.0,2179,140.0,7.0,12.01,0,0,1,9
3186,3186,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Second,17.5,1197,85.8,5.0,2.45,0,1,1,14
3187,3187,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,First,15.73,1968,174.33,5.0,29.0,0,0,0,9
3188,3188,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,First,14.84,2143,170.0,5.0,11.99,0,0,0,14
3189,3189,Honda City i VTEC CVT VX,Delhi,2015,51000,First,18.0,1497,117.3,5.0,7.9,0,1,0,9
3190,3190,Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Third,12.8,2494,102.0,7.0,6.25,0,0,1,14
3191,3191,Chevrolet Beat LT,Pune,2011,48000,Second,18.6,1199,79.4,5.0,1.8,0,1,1,13
3192,3192,Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,First,18.7,1199,88.7,5.0,4.9,0,1,1,9
3193,3193,Nissan Micra XL Primo,Jaipur,2010,75055,First,18.06,1198,75.0,5.0,2.25,0,1,1,14
3194,3194,Maruti Ciaz AT ZXi,Coimbatore,2017,51210,First,19.12,1373,91.1,5.0,8.89,0,1,0,7
3195,3195,Toyota Fortuner 4x2 AT,Mumbai,2012,87000,First,12.55,2982,168.5,7.0,15.0,0,0,0,12
3196,3196,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,First,26.1,1498,99.0,5.0,5.65,0,0,1,6
3197,3197,Maruti Ertiga ZDI,Jaipur,2014,57000,First,20.77,1248,88.8,7.0,7.0,0,0,1,10
3198,3198,Maruti Alto 800 LXI,Hyderabad,2016,9370,First,22.74,796,47.3,5.0,2.95,0,1,1,8
3199,3199,Honda Brio V MT,Chennai,2013,53226,First,19.4,1198,86.8,5.0,3.3,0,1,1,11
3200,3200,Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Second,16.2,1493,110.0,5.0,3.5,0,0,1,14
3201,3201,Honda City 1.5 GXI,Jaipur,2007,75055,First,12.8,1493,100.0,5.0,2.3,0,1,1,17
3202,3202,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,First,19.67,1582,126.2,5.0,13.69,0,0,1,7
3203,3203,Toyota Etios Liva GD,Delhi,2013,64000,First,23.59,1364,67.06,5.0,3.1,0,0,1,11
3204,3204,Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,First,13.44,2359,198.25,5.0,12.75,0,1,1,10
3205,3205,Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,First,19.67,1582,126.2,5.0,13.75,0,0,1,7
3206,3206,Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,First,18.7,1199,88.7,5.0,6.75,0,1,1,7
3207,3207,Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,First,20.54,1598,103.6,5.0,5.25,0,0,1,10
3208,3208,Mahindra XUV500 W6 2WD,Mumbai,2015,82000,First,16.0,2179,140.0,7.0,8.75,0,0,1,9
3209,3209,Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,First,18.49,1493,100.0,7.0,8.87,0,0,1,7
3210,3210,Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Second,11.1,2354,142.0,5.0,6.5,0,1,0,14
3211,3211,Maruti Ertiga VDI,Pune,2012,168000,First,20.77,1248,88.76,7.0,4.5,0,0,1,12
3212,3212,Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,First,12.83,2696,162.0,7.0,12.5,0,0,1,12
3213,3213,Toyota Fortuner 4x2 AT,Delhi,2014,89540,First,12.55,2982,168.5,7.0,16.8,0,0,0,10
3214,3214,Maruti Ertiga ZDI,Hyderabad,2016,85423,First,20.77,1248,88.8,7.0,8.75,0,0,1,8
3215,3215,Hyundai Elantra CRDi SX AT,Pune,2013,48823,First,19.5,1582,126.24,5.0,8.5,0,0,0,11
3216,3216,Hyundai i10 Magna 1.2,Kolkata,2011,35082,First,20.36,1197,78.9,5.0,2.21,0,1,1,13
3217,3217,Maruti Omni MPI STD BSIV,Jaipur,2012,126000,First,16.8,796,34.2,5.0,1.6,0,1,1,12
3218,3218,Honda Amaze VX AT i-Vtech,Delhi,2016,19000,First,15.5,1198,86.7,5.0,6.25,0,1,0,8
3219,3219,Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Second,12.9,1799,130.0,5.0,2.25,0,1,0,17
3220,3220,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,First,17.9,2143,136.0,5.0,25.75,0,0,0,5
3221,3221,Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Second,13.14,1798,157.8,5.0,6.75,0,1,1,14
3222,3222,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,First,28.09,1248,88.5,5.0,6.25,0,0,1,9
3223,3223,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,First,22.7,1498,89.84,5.0,5.1,0,0,1,11
3224,3224,Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Second,8.7,2987,224.34,5.0,10.75,0,0,0,15
3225,3225,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,First,24.0,1120,70.0,5.0,5.7,0,0,1,8
3226,3226,Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,First,20.5,1598,105.0,5.0,5.95,0,0,1,11
3227,3227,Chevrolet Beat Diesel LT,Kochi,2012,42706,First,25.44,936,56.3,5.0,2.4,0,0,1,12
3228,3228,Mahindra Quanto C6,Mumbai,2013,35000,First,17.21,1493,100.0,7.0,3.49,0,0,1,11
3229,3229,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,First,19.2,1197,80.0,5.0,4.0,0,1,0,13
3230,3230,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,First,23.59,1364,67.04,5.0,3.85,0,0,1,11
3231,3231,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,First,14.53,1794,138.1,5.0,3.95,0,1,0,14
3232,3232,Hyundai i10 Magna 1.2,Jaipur,2013,75049,Second,20.36,1197,78.9,5.0,3.0,0,1,1,11
3233,3233,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,First,18.16,1196,86.8,5.0,6.7,0,1,1,6
3234,3234,Maruti Ritz ZXi,Coimbatore,2016,22767,First,18.5,1197,85.8,5.0,6.14,0,1,1,8
3235,3235,Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Second,15.0,1396,98.6,5.0,4.4,0,1,0,12
3236,3236,Maruti Swift Dzire LDI,Pune,2017,57000,First,26.59,1248,74.0,5.0,4.25,0,0,1,7
3237,3237,BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,First,8.77,4395,402.0,5.0,25.93,0,1,0,14
3238,3238,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,First,22.7,1598,118.0,5.0,7.0,0,0,1,8
3239,3239,Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,First,12.55,2982,168.5,7.0,25.12,0,0,0,7
3240,3240,Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,First,20.3,998,68.05,5.0,4.45,0,1,1,7
3241,3241,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,First,21.9,1396,90.0,5.0,2.4,0,0,1,13
3242,3242,Volkswagen Vento Diesel Highline,Pune,2012,115000,Second,20.54,1598,103.6,5.0,4.33,0,0,1,12
3243,3243,Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,First,18.5,1197,83.14,5.0,6.93,0,1,0,7
3244,3244,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,First,21.9,1396,90.0,5.0,4.25,0,0,1,10
3245,3245,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,First,14.21,2143,203.0,5.0,12.5,0,0,0,14
3246,3246,Hyundai Grand i10 Sportz,Chennai,2015,15000,First,18.9,1197,82.0,5.0,4.9,0,1,1,9
3247,3247,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,First,23.0,1396,90.0,5.0,4.5,0,0,1,10
3248,3248,Renault KWID RXT,Jaipur,2016,12500,First,25.17,799,53.3,5.0,3.0,0,1,1,8
3249,3249,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,First,16.9,1197,82.0,5.0,5.8,0,1,0,9
3250,3250,Volkswagen Vento Petrol Highline,Pune,2011,54211,First,15.04,1598,103.6,5.0,3.33,0,1,1,13
3251,3251,Chevrolet Cruze LTZ AT,Kochi,2015,62242,First,14.39,1998,163.7,5.0,6.62,0,0,0,9
3252,3252,Nissan Terrano XL 110 PS,Mumbai,2015,54000,Second,19.01,1461,108.5,5.0,5.75,0,0,1,9
3253,3253,Hyundai Verna 1.6 SX,Hyderabad,2012,65000,First,22.32,1582,126.32,5.0,6.2,0,0,1,12
3254,3254,Maruti Celerio VXI AMT,Chennai,2015,55000,First,23.1,998,67.04,5.0,3.5,0,1,0,9
3255,3255,Maruti Wagon R LXI,Pune,2010,71000,First,18.9,998,67.1,5.0,2.0,0,1,1,14
3256,3256,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,First,21.9,1396,88.8,5.0,4.0,0,0,1,12
3257,3257,Audi A4 1.8 TFSI,Mumbai,2011,53000,First,12.3,1781,163.2,5.0,9.5,0,1,0,13
3258,3258,BMW X1 sDrive20d,Mumbai,2013,43000,First,17.05,1995,184.0,5.0,17.5,0,0,0,11
3259,3259,Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,First,14.3,1598,103.52,5.0,6.11,0,1,0,9
3260,3260,Hyundai i10 Magna,Ahmedabad,2014,51000,First,20.36,1197,78.9,5.0,3.75,0,1,1,10
3261,3261,Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Second,10.5,2835,107.2,6.0,6.2,0,0,1,17
3262,3262,Honda City i DTEC SV,Mumbai,2014,25000,First,26.0,1498,98.6,5.0,6.15,0,0,1,10
3263,3263,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,First,20.92,998,67.1,5.0,2.4,0,1,1,12
3264,3264,Maruti Swift Ldi BSIII,Pune,2009,80000,Fourth & Above,17.8,1248,75.0,5.0,2.15,0,0,1,15
3265,3265,Hyundai Grand i10 Magna,Kolkata,2016,21000,First,18.9,1197,82.0,5.0,3.75,0,1,1,8
3266,3266,Ford Figo Petrol ZXI,Mumbai,2011,32000,Second,15.6,1196,70.0,5.0,2.15,0,1,1,13
3267,3267,Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,First,18.9,1197,81.86,5.0,4.75,0,1,1,9
3268,3268,Maruti SX4 Vxi BSIV,Mumbai,2010,47500,First,15.5,1586,103.3,5.0,2.45,0,1,1,14
3269,3269,Honda City i-VTEC VX,Mumbai,2017,7500,First,17.4,1497,117.3,5.0,11.15,0,1,1,7
3270,3270,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,First,19.6,1461,108.45,5.0,8.9,0,0,0,8
3271,3271,Honda Amaze S i-Dtech,Ahmedabad,2014,61000,First,25.8,1498,98.6,5.0,4.35,0,0,1,10
3272,3272,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Second,12.99,2494,100.6,7.0,12.0,0,0,1,9
3273,3273,BMW 3 Series 320d Highline,Mumbai,2009,61500,Second,16.07,1995,181.0,5.0,8.5,0,0,0,15
3274,3274,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,First,19.81,1086,68.05,5.0,4.27,0,1,1,7
3275,3275,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Second,20.45,1461,83.8,5.0,4.25,0,0,1,12
3276,3276,Mitsubishi Outlander 2.4,Bangalore,2010,39525,First,11.3,2360,170.0,5.0,9.25,0,1,0,14
3277,3277,Maruti Vitara Brezza LDi,Kochi,2017,35384,First,24.3,1248,88.5,5.0,8.61,0,0,1,7
3278,3278,Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,First,11.8,2987,261.0,7.0,28.0,0,0,0,14
3279,3279,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,First,23.0,1498,98.96,5.0,9.25,0,0,1,6
3280,3280,Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,First,19.08,1582,126.2,5.0,8.6,0,0,0,8
3281,3281,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,First,16.47,1198,74.0,5.0,7.53,0,1,1,6
3282,3282,Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,First,19.64,1461,108.45,5.0,5.75,0,0,1,10
3283,3283,Honda Brio S Option AT,Chennai,2012,31500,First,16.5,1198,86.8,5.0,4.15,0,1,0,12
3284,3284,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,First,18.16,1196,86.8,5.0,5.84,0,1,1,7
3285,3285,Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,First,18.53,1968,187.74,5.0,16.5,0,0,0,12
3286,3286,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,First,15.97,2993,258.0,7.0,43.0,0,0,0,9
3287,3287,Hyundai i10 Sportz Option,Pune,2013,45000,First,20.36,1197,78.9,5.0,3.55,0,1,1,11
3288,3288,Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,First,18.6,1197,81.83,5.0,8.9,0,1,1,6
3289,3289,Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Second,16.4,1896,90.0,5.0,2.5,0,0,1,18
3290,3290,Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,First,16.2,1493,110.0,5.0,3.85,0,0,1,14
3291,3291,Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Third,17.1,1591,121.4,5.0,7.5,0,1,0,12
3292,3292,Hyundai Getz GVS,Mumbai,2005,90000,Second,15.3,1341,61.0,5.0,1.8,0,1,1,19
3293,3293,Ford Figo Diesel EXI,Chennai,2010,78000,First,20.0,1399,68.0,5.0,2.25,0,0,1,14
3294,3294,Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,First,17.68,1968,174.33,5.0,24.25,0,0,0,9
3295,3295,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,First,16.47,1198,74.0,5.0,4.35,0,1,1,9
3296,3296,BMW X1 sDrive20d,Kolkata,2012,22000,First,17.05,1995,184.0,5.0,11.5,0,0,0,12
3297,3297,Honda City i VTEC SV,Kolkata,2014,49000,First,17.4,1497,117.3,5.0,4.75,0,1,1,10
3298,3298,Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,First,23.0,1396,90.0,5.0,4.99,0,0,1,12
3299,3299,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,First,19.0,1199,88.7,5.0,9.15,0,1,0,6
3300,3300,Maruti Swift 1.3 VXi,Jaipur,2006,125000,Fourth & Above,16.1,1197,74.0,5.0,2.35,0,1,1,18
3301,3301,Honda CR-V 2.4 AT,Hyderabad,2014,88046,First,10.1,2354,152.0,5.0,13.99,0,1,0,10
3302,3302,Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Second,20.0,2143,107.3,5.0,19.75,0,0,0,10
3303,3303,Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,First,16.0,2179,140.0,7.0,16.77,0,0,0,6
3304,3304,Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Third,13.6,2523,63.0,7.0,2.5,0,0,1,18
3305,3305,Renault Scala RxL AT,Mumbai,2013,7000,First,17.97,1498,99.6,5.0,3.65,0,1,0,11
3306,3306,Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Second,12.35,2179,187.74,5.0,23.5,0,0,0,12
3307,3307,Maruti Alto 800 VXI,Pune,2017,38000,First,22.74,796,47.3,5.0,3.11,0,1,1,7
3308,3308,Toyota Etios G,Kochi,2013,56344,First,17.6,1496,88.73,5.0,4.57,0,1,1,11
3309,3309,Hyundai i20 Sportz Option,Mumbai,2014,17858,First,17.0,1197,80.0,5.0,5.32,0,1,1,10
3310,3310,Hyundai i10 Sportz,Hyderabad,2012,53000,First,20.36,1197,78.9,5.0,3.2,0,1,1,12
3311,3311,Maruti Swift VDI BSIV,Kochi,2016,67906,First,25.2,1248,74.0,5.0,5.63,0,0,1,8
3312,3312,Hyundai EON Magna Plus,Hyderabad,2015,19000,First,21.1,814,55.2,5.0,3.0,0,1,1,9
3313,3313,BMW 3 Series 320d,Mumbai,2010,67000,Second,22.69,1995,190.0,5.0,9.25,0,0,0,14
3314,3314,Tata Indigo XL Classic Dicor,Delhi,2011,80000,First,23.57,1396,70.0,5.0,1.2,0,0,1,13
3315,3315,Maruti Alto 800 LXI,Delhi,2015,61000,First,22.74,796,47.3,5.0,2.15,0,1,1,9
3316,3316,Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,First,22.07,1199,73.9,5.0,3.05,0,0,1,14
3317,3317,Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,First,14.28,1798,138.03,5.0,11.5,0,1,0,10
3318,3318,Hyundai Santro Xing GLS,Hyderabad,2008,80931,First,17.92,1086,62.1,5.0,2.3,0,1,1,16
3319,3319,Maruti Swift ZXI,Kolkata,2016,34000,First,20.4,1197,81.8,5.0,4.95,0,1,1,8
3320,3320,Renault Scala Diesel RxL,Hyderabad,2013,130000,First,21.64,1461,84.8,5.0,4.75,0,0,1,11
3321,3321,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,First,24.3,1248,88.5,5.0,10.15,0,0,1,6
3322,3322,Nissan Micra XV,Kolkata,2011,44000,First,18.06,1198,75.0,5.0,2.65,0,1,1,13
3323,3323,Ford Figo Diesel EXI,Hyderabad,2015,84000,First,20.0,1399,68.05,5.0,3.8,0,0,1,9
3324,3324,Honda CR-V 2.0 AT,Kochi,2017,41697,First,13.1,1997,141.1,5.0,16.68,0,1,0,7
3325,3325,Nissan Terrano XV 110 PS,Pune,2014,163000,First,19.01,1461,108.5,5.0,5.0,0,0,1,10
3326,3326,Toyota Etios Liva 1.2 G,Chennai,2011,42000,Second,17.71,1197,78.9,5.0,3.75,0,1,1,13
3327,3327,Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Third,21.27,1396,88.76,5.0,4.11,0,0,1,11
3328,3328,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Second,18.16,1196,86.8,5.0,4.25,0,1,1,9
3329,3329,Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,First,10.5,2835,107.2,6.0,3.45,0,0,1,20
3330,3330,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,First,17.11,1968,174.33,5.0,22.5,0,0,0,10
3331,3331,Toyota Innova 2.0 E,Delhi,2006,150000,First,12.4,1998,132.0,8.0,4.5,0,1,1,18
3332,3332,Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,First,15.26,1150,74.9,5.0,0.9,0,1,1,17
3333,3333,Hyundai Getz GLS,Hyderabad,2006,63181,First,15.3,1341,83.0,5.0,1.85,0,1,1,18
3334,3334,Honda Amaze S i-Dtech,Kolkata,2013,39575,First,25.8,1498,98.6,5.0,3.25,0,0,1,11
3335,3335,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,First,22.7,1498,89.84,5.0,7.34,0,0,1,10
3336,3336,Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,First,20.14,1498,88.5,5.0,4.25,0,0,1,9
3337,3337,Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,First,18.6,1197,81.86,5.0,6.45,0,1,1,8
3338,3338,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Second,12.8,2494,102.0,8.0,10.75,0,0,1,13
3339,3339,Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,First,15.26,2143,203.2,5.0,27.75,0,0,0,9
3340,3340,Maruti Wagon R LX BSIII,Jaipur,2005,115000,Second,17.3,1061,64.0,5.0,0.99,0,1,1,19
3341,3341,Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,First,12.62,2198,158.0,7.0,24.0,0,0,0,8
3342,3342,Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,First,18.6,1197,81.86,5.0,6.1,0,1,1,8
3343,3343,Honda WRV i-VTEC VX,Ahmedabad,2017,32248,First,17.5,1199,88.7,5.0,8.25,0,1,1,7
3344,3344,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,First,16.47,1198,73.9,5.0,4.65,0,1,1,11
3345,3345,Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,First,13.7,1997,153.86,5.0,9.75,0,1,1,10
3346,3346,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,First,18.9,1197,81.86,5.0,4.4,0,1,1,10
3347,3347,Maruti Swift Dzire VXI,Kolkata,2014,33000,First,19.1,1197,85.8,5.0,3.99,0,1,1,10
3348,3348,BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,First,16.2,2993,258.0,5.0,45.73,0,0,0,8
3349,3349,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,First,22.7,1498,89.84,5.0,5.27,0,0,1,10
3350,3350,Honda City i DTec V,Ahmedabad,2016,67000,First,26.0,1498,98.6,5.0,7.25,0,0,1,8
3351,3351,Tata Indigo LS,Chennai,2008,99000,Second,17.0,1405,70.0,5.0,1.6,0,0,1,16
3352,3352,Renault Duster 110PS Diesel RxL,Pune,2014,142000,Second,19.01,1461,108.45,5.0,6.0,0,0,1,10
3353,3353,Hyundai i10 Sportz,Chennai,2010,26966,First,20.36,1197,78.9,5.0,3.0,0,1,1,14
3354,3354,Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,First,18.7,1199,88.7,5.0,4.95,0,1,1,9
3355,3355,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,First,23.65,1248,88.5,5.0,8.99,0,0,1,8
3356,3356,Honda Accord VTi-L MT,Mumbai,2007,86000,Third,11.9,2354,144.0,5.0,1.85,0,1,1,17
3357,3357,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,First,16.47,1198,73.9,5.0,6.16,0,1,1,8
3358,3358,Maruti Ritz VDi,Hyderabad,2010,110471,First,21.1,1248,73.9,5.0,3.5,0,0,1,14
3359,3359,Honda Amaze S Petrol,Jaipur,2014,69000,First,19.5,1199,88.76,5.0,4.5,0,1,1,10
3360,3360,Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,First,18.6,1197,81.83,5.0,7.75,0,1,1,7
3361,3361,Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,First,20.45,1461,83.8,5.0,6.6,0,0,1,10
3362,3362,Hyundai Grand i10 Magna,Kochi,2014,48031,First,18.9,1197,82.0,5.0,4.98,0,1,1,10
3363,3363,BMW 3 Series 320d Highline,Chennai,2008,170000,Third,16.07,1995,181.0,5.0,9.75,0,0,0,16
3364,3364,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,First,22.7,1498,89.84,5.0,5.55,0,0,1,10
3365,3365,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,First,21.5,1498,108.5,5.0,10.3,0,0,0,8
3366,3366,Honda Accord 2.4 AT,Chennai,2011,85000,Second,11.7,2354,177.6,5.0,7.5,0,1,0,13
3367,3367,Chevrolet Aveo 1.4,Hyderabad,2008,55902,First,14.49,1399,92.7,5.0,1.8,0,1,1,16
3368,3368,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,First,16.2,1199,74.0,5.0,6.25,0,1,1,7
3369,3369,Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Second,14.95,2489,93.7,7.0,6.8,0,0,1,9
3370,3370,Hyundai i10 Magna AT,Hyderabad,2009,50902,First,19.2,1197,80.0,5.0,3.0,0,1,0,15
3371,3371,Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,First,15.1,2179,140.0,7.0,11.6,0,0,1,9
3372,3372,Hyundai Elantra CRDi SX,Mumbai,2013,40000,Second,22.7,1582,126.24,5.0,6.95,0,0,1,11
3373,3373,Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Third,14.3,1798,160.0,5.0,3.5,0,1,1,14
3374,3374,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,First,18.9,1197,81.86,5.0,5.5,0,1,1,10
3375,3375,Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,First,18.6,1197,81.83,5.0,5.65,0,1,1,9
3376,3376,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,First,18.2,1248,73.8,8.0,3.25,0,0,1,11
3377,3377,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,First,14.3,1598,103.6,5.0,7.72,0,1,0,9
3378,3378,Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,First,19.67,1582,126.2,5.0,12.0,0,0,1,8
